frame_idx	x	y	vel_x	vel_y
982	41.201	1401.28	-0.24	42.2	
983	6.876	1489.56	-0.1	42.07	
983	19.566	1520.08	-0.1	42.03	
983	6.151	1387.21	-0.31	30.55	
983	18.88	1452.63	-0.25	39.96	
983	54.543	1540.81	-0.09	45	
983	40.55	1531.95	-1.6	51.03	
983	18.565	1397.5	0.62	39.69	
983	29.638	1492.26	-0.09	45	
983	42.077	1460.99	0.15	44.66	
983	54.681	1459.11	0.15	45.88	
983	31.586	1430.93	-0.04	46.91	
983	41.237	1405.61	0.36	43.34	
984	6.869	1493.85	-0.07	42.93	
984	19.559	1524.38	-0.07	42.95	
984	6.139	1390.4	-0.12	31.92	
984	18.923	1456.64	0.43	40.09	
984	54.534	1545.31	-0.09	45	
984	40.39	1537.07	-1.6	51.18	
984	18.629	1401.45	0.64	39.55	
984	29.63	1496.76	-0.08	44.99	
984	42.075	1465.47	-0.02	44.85	
984	54.695	1463.72	0.14	46.15	
984	31.603	1435.6	0.17	46.68	
984	41.268	1410	0.31	43.94	
985	6.86	1498.24	-0.09	43.84	
985	19.55	1528.76	-0.09	43.81	
985	6.173	1393.71	0.34	33.08	
985	18.936	1460.67	0.13	40.32	
985	54.526	1549.81	-0.08	45.01	
985	40.23	1542.16	-1.6	50.97	
985	18.692	1405.4	0.63	39.48	
985	29.621	1501.26	-0.09	45	
985	42.072	1469.94	-0.03	44.66	
985	54.686	1468.31	-0.09	45.88	
985	31.605	1440.31	0.02	47.18	
985	41.283	1414.38	0.15	43.78	
985	29.837	1355.58	0.29	39.14	
986	6.868	1502.69	0.08	44.59	
986	19.558	1533.22	0.08	44.64	
986	6.225	1397.15	0.52	34.45	
986	18.943	1464.71	0.07	40.39	
986	40.142	1547.15	-0.88	49.9	
986	18.755	1409.35	0.63	39.5	
986	29.612	1505.76	-0.09	45	
986	42.123	1474.37	0.51	44.28	
986	54.678	1472.83	-0.08	45.17	
986	31.634	1445.1	0.29	47.86	
986	41.297	1418.73	0.14	43.47	
986	29.851	1359.58	0.14	39.95	
987	6.86	1507.2	-0.08	45.03	
987	19.55	1537.74	-0.08	45.16	
987	6.237	1400.66	0.12	35.07	
987	18.935	1468.74	-0.08	40.3	
987	18.815	1413.3	0.6	39.49	
987	29.603	1510.26	-0.09	45	
987	42.068	1478.81	-0.55	44.38	
987	54.669	1477.31	-0.09	44.83	
987	31.689	1449.87	0.55	47.68	
987	41.295	1423.1	-0.02	43.7	
987	29.864	1363.6	0.13	40.2	
988	6.851	1511.71	-0.09	45.13	
988	19.54	1542.26	-0.1	45.16	
988	6.248	1404.18	0.11	35.19	
988	18.927	1472.74	-0.08	40.08	
988	18.885	1417.24	0.7	39.42	
988	29.594	1514.76	-0.09	45	
988	41.997	1483.32	-0.71	45.12	
988	54.66	1481.81	-0.09	45	
988	31.707	1454.56	0.18	46.89	
988	41.327	1427.54	0.32	44.46	
988	29.877	1367.6	0.13	40.05	
989	6.842	1516.22	-0.09	45.05	
989	19.548	1546.72	0.08	44.63	
989	6.26	1407.68	0.12	35	
989	18.92	1476.73	-0.07	39.89	
989	18.966	1421.18	0.81	39.41	
989	29.585	1519.26	-0.09	45	
989	41.922	1487.91	-0.75	45.96	
989	54.651	1486.31	-0.09	45	
989	31.681	1459.17	-0.26	46.14	
989	41.341	1432.05	0.14	45.01	
989	29.89	1371.6	0.13	39.98	
990	6.832	1520.71	-0.1	44.98	
990	6.272	1411.16	0.12	34.85	
990	18.912	1480.72	-0.08	39.87	
990	19.022	1425.15	0.56	39.67	
990	29.576	1523.76	-0.09	45	
990	41.841	1492.61	-0.81	46.95	
990	54.641	1490.81	-0.1	45	
990	31.694	1463.73	0.13	45.6	
990	41.356	1436.56	0.15	45.14	
990	29.904	1375.6	0.14	40	
991	6.823	1525.21	-0.09	45	
991	6.284	1414.66	0.12	34.98	
991	18.904	1484.72	-0.08	39.97	
991	19.049	1429.17	0.27	40.24	
991	29.567	1528.26	-0.09	45	
991	19.327	1357.17	-0.03	40.5	
991	41.902	1497.41	0.61	48	
991	54.632	1495.31	-0.09	45	
991	31.685	1468.27	-0.09	45.34	
991	41.371	1441.06	0.15	45.05	
991	29.917	1379.6	0.13	40	
991	42.635	1357.21	-1.36	38.81	
992	6.814	1529.71	-0.09	44.99	
992	6.278	1418.2	-0.06	35.4	
992	18.879	1488.76	-0.25	40.43	
992	19.076	1433.3	0.27	41.21	
992	29.558	1532.76	-0.09	45	
992	19.357	1361.3	0.3	41.34	
992	41.98	1502.3	0.78	48.96	
992	54.624	1499.81	-0.08	45	
992	31.676	1472.77	-0.09	45.05	
992	41.387	1445.56	0.16	44.98	
992	29.93	1383.6	0.13	40	
992	42.498	1361.12	-1.37	39.11	
992	53.339	1356	0.15	44.27	
993	6.805	1534.21	-0.09	45.02	
993	6.29	1421.82	0.12	36.16	
993	18.871	1492.89	-0.08	41.25	
993	19.108	1437.51	0.32	42.14	
993	29.55	1537.26	-0.08	45.01	
993	19.37	1365.47	0.13	41.68	
993	42.067	1507.27	0.87	49.66	
993	54.615	1504.31	-0.09	45	
993	31.667	1477.26	-0.09	44.92	
993	41.401	1450.05	0.14	44.87	
993	29.944	1387.6	0.14	40	
993	42.361	1365.02	-1.37	38.98	
993	53.355	1360.49	0.16	44.85	
994	6.797	1538.71	-0.08	44.96	
994	6.301	1425.52	0.11	37.07	
994	18.879	1497.09	0.08	42.08	
994	19.123	1441.75	0.15	42.4	
994	29.541	1541.76	-0.09	45	
994	19.4	1369.6	0.3	41.31	
994	42.128	1512.27	0.61	50.03	
994	54.607	1508.81	-0.08	44.99	
994	31.659	1481.76	-0.08	45.01	
994	41.416	1454.56	0.15	45.13	
994	29.956	1391.6	0.12	40	
994	42.224	1368.9	-1.37	38.82	
994	53.328	1365.06	-0.27	45.67	
995	6.788	1543.2	-0.09	44.86	
995	6.315	1429.32	0.14	37.93	
995	18.871	1501.35	-0.08	42.52	
995	19.137	1445.96	0.14	42.1	
995	29.532	1546.26	-0.09	44.99	
995	19.398	1373.65	-0.02	40.53	
995	42.089	1517.28	-0.39	50.08	
995	54.598	1513.31	-0.09	45	
995	31.65	1486.26	-0.09	44.98	
995	41.431	1459.13	0.15	45.66	
995	29.97	1395.6	0.14	40	
995	42.075	1372.79	-1.49	38.89	
995	53.346	1369.72	0.18	46.7	
996	6.78	1547.69	-0.08	44.98	
996	6.328	1433.2	0.13	38.84	
996	18.862	1505.61	-0.09	42.64	
996	19.151	1450.13	0.14	41.76	
996	19.411	1377.65	0.13	39.98	
996	42.079	1522.29	-0.1	50.1	
996	54.589	1517.81	-0.09	45	
996	31.642	1490.77	-0.08	45.04	
996	41.445	1463.71	0.14	45.87	
996	29.984	1399.6	0.14	40	
996	41.928	1376.74	-1.47	39.49	
996	53.4	1374.51	0.54	47.89	
997	6.358	1437.16	0.3	39.59	
997	18.854	1509.86	-0.08	42.53	
997	19.151	1454.33	0	41.97	
997	19.424	1381.64	0.13	39.86	
997	42.069	1527.3	-0.1	50.09	
997	54.58	1522.31	-0.09	45	
997	31.633	1495.28	-0.09	45.13	
997	41.436	1468.28	-0.09	45.67	
997	29.997	1403.6	0.13	40	
997	41.869	1380.83	-0.59	40.93	
997	53.417	1379.35	0.17	48.4	
998	6.371	1441.16	0.13	40.02	
998	18.845	1514.11	-0.09	42.48	
998	19.18	1458.61	0.29	42.82	
998	19.437	1385.63	0.13	39.96	
998	42.071	1532.28	0.02	49.75	
998	54.571	1526.81	-0.09	45.01	
998	31.623	1499.78	-0.1	45.03	
998	41.427	1472.8	-0.09	45.13	
998	30.01	1407.6	0.13	40	
998	41.855	1385.04	-0.14	42.07	
998	53.451	1384.15	0.34	47.95	
999	6.385	1445.18	0.14	40.15	
999	18.838	1518.36	-0.07	42.5	
999	19.194	1462.97	0.14	43.53	
999	19.451	1389.63	0.14	40.02	
999	42.153	1537.16	0.82	48.87	
999	54.562	1531.31	-0.09	45	
999	31.631	1504.24	0.08	44.57	
999	41.418	1477.28	-0.09	44.87	
999	30.023	1411.6	0.13	40.01	
999	41.93	1389.39	0.75	43.51	
999	53.448	1388.85	-0.03	47.05	
